Unnamed: 0,Qid,Question,Db_Id,Difficulty,Query Gold,Repeated,Query Generated,Most Frequent Query,Execution Accuracy
212,1102,"For the players who had a 77 points overall rating on 2016/6/23, who was the oldest? Give the name of the player.",european_football_2,moderate,"SELECT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE SUBSTR(t2.`date`, 1, 10) = '2016-06-23' AND t2.overall_rating = 77 ORDER BY t1.birthday ASC LIMIT 1",7,"SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1",SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.overall_rating = 77 AND player_attributes.date = '2016/6/23' ORDER BY player.birthday ASC LIMIT 1,0.0
213,1025,Give the name of the league had the most goals in the 2016 season?,european_football_2,moderate,SELECT t2.name FROM Match AS t1 INNER JOIN League AS t2 ON t1.league_id = t2.id WHERE t1.season = '2015/2016' GROUP BY t2.name ORDER BY SUM(t1.home_team_goal + t1.away_team_goal) DESC LIMIT 1,7,"SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1
SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1
SELECT league.name FROM league JOIN match ON league.id = match.league_id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1
SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1
SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1
SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1
SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1",SELECT league.name FROM match JOIN league ON match.league_id = league.id WHERE match.season = '2016' GROUP BY league.name ORDER BY SUM(match.home_team_goal + match.away_team_goal) DESC LIMIT 1,0.0
214,234,How many bonds which involved atom 12 does molecule TR009 have?,toxicology,moderate,SELECT COUNT(T2.bond_id) FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T1.molecule_id = 'TR009' AND T2.atom_id = T1.molecule_id || '_1' AND T2.atom_id2 = T1.molecule_id || '_2',7,"SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')
SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')
SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')
SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')
SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')
SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')
SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009')",SELECT COUNT(*) FROM bond JOIN connected ON bond.bond_id = connected.bond_id WHERE connected.atom_id = 12 OR connected.atom_id2 = 12 AND bond.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR009'),0.0
215,1460,"Write the full name of the member who spent money for water, veggie tray and supplies and include the cost of it.",student_club,challenging,"SELECT T2.first_name, T2.last_name, T1.cost FROM expense AS T1 INNER JOIN member AS T2 ON T1.link_to_member = T2.member_id WHERE T1.expense_description = 'Water, Veggie tray, supplies'",7,"SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id WHERE budget.category IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id
SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id WHERE budget.category IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id
SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE expense.expense_description IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id
SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE expense.expense_description IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id
SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id WHERE budget.category IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id
SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE expense.expense_description IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id
SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE expense.expense_description IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id","SELECT member.first_name || ' ' || member.last_name AS full_name, SUM(expense.cost) AS total_cost FROM member JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON attendance.link_to_event = expense.link_to_budget JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE expense.expense_description IN ('water', 'veggie tray', 'supplies') GROUP BY member.member_id",0.0
216,1258,How many patients with a normal Rhuematoid Factor has a positive measure of degree of coagulation?,thrombosis_prediction,moderate,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE (T2.RA = '-' OR T2.RA = '+-') AND T3.KCT = '+',7,"SELECT COUNT(*) FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.rf = 'normal' AND laboratory.pt IS NOT NULL
SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt IS NOT NULL
SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt IS NOT NULL
SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt > 0
SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt > 0
SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt > 0
SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt > 0",SELECT COUNT(*) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE laboratory.rf = 'normal' AND laboratory.pt > 0,0.0
217,1185,"For the patient who was born on 1959/2/18, what is the decrease rate for his/her total cholesterol from November to December in 1981?",thrombosis_prediction,challenging,SELECT CAST((SUM(CASE WHEN T2.Date LIKE '1981-11-%' THEN T2.`T-CHO` ELSE 0 END) - SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END)) AS REAL) / SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Birthday = '1959-02-18',7,"NULL
NULL
NULL
NULL
NULL
SELECT t_cho             FROM laboratory             WHERE id = (SELECT id FROM patient WHERE birthday = '1959-02-18')             AND date BETWEEN '1981-11-01' AND '1981-11-30'         ) -         (             SELECT t_cho             FROM laboratory             WHERE id = (SELECT id FROM patient WHERE birthday = '1959-02-18')             AND date BETWEEN '1981-12-01' AND '1981-12-31'         )     ) /     (         SELECT t_cho         FROM laboratory         WHERE id = (SELECT id FROM patient WHERE birthday = '1959-02-18')         AND date BETWEEN '1981-11-01' AND '1981-11-30'     ) AS decrease_rate
NULL",,0.0
218,37,"What is the complete address of the school with the lowest excellence rate? Indicate the Street, City, Zip and State.",california_schools,moderate,"SELECT T2.Street, T2.City, T2.State, T2.Zip FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1",7,"SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )
SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )
SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )
SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )
SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )
SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )
SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )","SELECT street, city, zip, state FROM schools WHERE cdscode = (     SELECT cdscode     FROM satscores     ORDER BY ""percent (%) eligible frpm (k-12)"" ASC     LIMIT 1 )",0.0
219,285,Name chemical elements that form a bond TR001_10_11.,toxicology,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_id = 'TR001_10_11',7,"SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL
SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL
SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL
SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE molecule_id IN (     SELECT molecule_id     FROM TR001_10_11.molecule     WHERE label = 'bond' )
SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL
SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL
SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL",SELECT element FROM TR001_10_11.atom JOIN connected ON TR001_10_11.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond_type IS NOT NULL,0.0
220,302,Name the elements that comprise the atoms of bond TR001_2_4.,toxicology,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_2_4',7,"SELECT element FROM TR001_2_4.atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = (         SELECT bond_id         FROM bond         WHERE bond_type = 'TR001_2_4'     ) )
SELECT element FROM TR001_2_4.atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = (         SELECT bond_id         FROM bond         WHERE bond_type = 'TR001_2_4'     ) )
SELECT element FROM TR001_2_4.atom JOIN connected ON TR001_2_4.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_2_4'
SELECT element FROM TR001_2_4.atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = (         SELECT bond_id         FROM bond         WHERE bond_type = 'TR001_2_4'     ) )
SELECT element FROM TR001_2_4.atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = (         SELECT bond_id         FROM bond         WHERE bond_type = 'TR001_2_4'     ) )
SELECT element FROM TR001_2_4.atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = (         SELECT bond_id         FROM bond         WHERE bond_type = 'TR001_2_4'     ) )
SELECT element FROM TR001_2_4.atom JOIN connected ON TR001_2_4.atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_2_4'",SELECT element FROM TR001_2_4.atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = (         SELECT bond_id         FROM bond         WHERE bond_type = 'TR001_2_4'     ) ),0.0
221,1514,What kind of currency did the customer paid at 16:25:00 in 2012/8/24?,debit_card_specializing,simple,SELECT DISTINCT T3.Currency FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN customers AS T3 ON T1.CustomerID = T3.CustomerID WHERE T1.Date = '2012-08-24' AND T1.Time = '16:25:00',7,"SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24'
SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24'
SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012/8/24'
SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24'
SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24'
SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24'
SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24'",SELECT currency FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE transactions_1k.time = '16:25:00' AND transactions_1k.date = '2012-08-24',1.0
222,734,What is the publisher's name of Blue Beetle II?,superhero,simple,SELECT T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.superhero_name = 'Blue Beetle II',7,"SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'
SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'
SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'
SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'
SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'
SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'
SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II'",SELECT publisher_name FROM publisher JOIN superhero ON publisher.id = superhero.publisher_id WHERE superhero.superhero_name = 'Blue Beetle II',1.0
223,1260,Please list the ID of the patient whose RF is normal and who is older than 60.,thrombosis_prediction,simple,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RF < 20 AND STRFTIME('%Y', DATE('now')) - STRFTIME('%Y', T1.Birthday) > 60",7,"SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60
SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60
SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60
SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60
SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60
SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60
SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60",SELECT p.id FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.rf = 'normal' AND (julianday('now') - julianday(p.birthday))/365.25 > 60,0.0
224,282,What is the ratio of Hydrogen elements in molecule ID TR006? List the ratio with its label.,toxicology,challenging,"WITH SubQuery AS (SELECT DISTINCT T1.atom_id, T1.element, T1.molecule_id, T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.molecule_id = 'TR006') SELECT CAST(COUNT(CASE WHEN element = 'h' THEN atom_id ELSE NULL END) AS REAL) / (CASE WHEN COUNT(atom_id) = 0 THEN NULL ELSE COUNT(atom_id) END) AS ratio, label FROM SubQuery GROUP BY label",7,"NULL
SELECT COUNT(*) FROM atom WHERE molecule_id = 'TR006' AND element = 'Hydrogen') / (SELECT COUNT(*) FROM atom WHERE molecule_id = 'TR006') AS Hydrogen_Ratio FROM     molecule WHERE     molecule_id = 'TR006'
SELECT (SUM(CASE WHEN element = 'Hydrogen' THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) AS Hydrogen_Ratio FROM atom WHERE molecule_id = 'TR006'
SELECT SUM(CASE WHEN element = 'Hydrogen' THEN 1 ELSE 0 END) / COUNT(*) AS hydrogen_ratio FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.molecule_id = 'TR006'
NULL
SELECT (SUM(CASE WHEN element = 'Hydrogen' THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) AS 'Hydrogen Ratio' FROM atom WHERE molecule_id = 'TR006'
SELECT (SUM(CASE WHEN element = 'Hydrogen' THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) AS Hydrogen_Ratio FROM atom WHERE molecule_id = 'TR006'",,0.0
225,1401,Indicate the cost of posters for 'September Speaker' event.,student_club,moderate,SELECT T3.cost FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'September Speaker' AND T3.expense_description = 'Posters',7,"SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'
SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'
SELECT expense.cost FROM event JOIN budget ON event.event_id = budget.link_to_event JOIN expense ON budget.budget_id = expense.link_to_budget WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'
SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'
SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'
SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'
SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters'",SELECT expense.cost FROM expense JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE event.event_name = 'September Speaker' AND budget.category = 'posters',0.0
226,1433,Which countries have zip codes with post office boxes?,student_club,simple,SELECT DISTINCT county FROM zip_code WHERE type = 'PO Box' AND county IS NOT NULL,7,"SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'
SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'
SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'
SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'
SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'
SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'
SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'","SELECT DISTINCT zip_code.state, zip_code.country FROM zip_code JOIN member ON zip_code.zip_code = member.zip WHERE zip_code.type = 'PO Box'",0.0
227,334,What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?,toxicology,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.atom_id = 'TR004_7' AND T2.label = '-',7,"SELECT element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic'
SELECT element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic'
SELECT element.element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic'
SELECT element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic'
SELECT element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic'
SELECT element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic'
SELECT element.* FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label <> 'carcinogenic'",SELECT element FROM element JOIN molecule ON element.molecule_id = molecule.molecule_id WHERE element.atom_id = 'TR004_7' AND molecule.label != 'carcinogenic',0.0
