Question,Difficulty,Ground Truth SQL,Basic Predicted SQL,Advanced Predicted SQL,EX Basic,EX Advanced
Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,"SELECT    publisher_name,    COUNT(*) AS superhero_count FROM    superhero JOIN    publisher ON superhero.publisher_id = publisher.id WHERE    publisher_name IN ('DC Comics', 'Marvel Comics') GROUP BY    publisher_name ORDER BY    superhero_count DESC",SELECT (SELECT COUNT(*) FROM superhero WHERE publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'DC Comics')) - (SELECT COUNT(*) FROM superhero WHERE publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) AS Difference,0,1
"Among all superheroes created by George Lucas, identify the percentage of female superheroes.",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.publisher_name = 'George Lucas',SELECT    (SUM(gender = 'Female') / COUNT(*)) * 100.0 AS percentage FROM    superhero JOIN    gender ON superhero.gender_id = gender.id JOIN    publisher ON superhero.publisher_id = publisher.id WHERE    publisher.publisher_name = 'George Lucas',SELECT (SUM(T1.gender_id = (SELECT id FROM gender WHERE gender = 'Female')) * 100.0 / COUNT(*)) AS Percentage FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'George Lucas',0,1
"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",challenging,SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',SELECT (SUM(CASE WHEN s.alignment = 'Good' THEN 1 ELSE 0 END) * 100.0 / COUNT(*)) AS good_superheroes_percentage FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE p.publisher_name = 'Marvel Comics',SELECT (SUM(CASE WHEN T2.alignment_id = 1 THEN 1 ELSE 0 END) * 100.0 / COUNT(*)) AS PercentageOfGoodSuperheroes FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'Marvel Comics',0,0
"Paul di Resta was in the No. 853 race, what percent faster did he finish in the 853rd race than the next race for the fastest lap speed?",challenging,"SELECT (SUM(IIF(T2.raceId = 853, T2.fastestLapSpeed, 0)) - SUM(IIF(T2.raceId = 854, T2.fastestLapSpeed, 0))) * 100 / SUM(IIF(T2.raceId = 853, T2.fastestLapSpeed, 0)) FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T1.forename = 'Paul' AND T1.surname = 'di Resta'",SELECT (   (SELECT fastestlapspeed FROM results WHERE raceid = 853 AND driverid IN (SELECT driverid FROM drivers WHERE forename = 'Paul' AND surname = 'di Resta')) -   (SELECT fastestlapspeed FROM results WHERE raceid = 854 AND position = 1) ) * 100.0 / (SELECT fastestlapspeed FROM results WHERE raceid = 853 AND driverid IN (SELECT driverid FROM drivers WHERE forename = 'Paul' AND surname = 'di Resta')) AS percentage_faster FROM results WHERE raceid = 853 AND driverid IN (SELECT driverid FROM drivers WHERE forename = 'Paul' AND surname = 'di Resta') LIMIT 1,SELECT (T1.fastestlapspeed - T2.fastestlapspeed) * 100 / T1.fastestlapspeed AS Percentage FROM results AS T1 INNER JOIN results AS T2 ON T1.raceid = 853 AND T2.raceid = 854 AND T1.driverid = (SELECT driverid FROM drivers WHERE forename = 'Paul' AND surname = 'di Resta') AND T2.position = 1 AND T1.fastestlap = 1 AND T2.fastestlap = 1,0,0
Calculate the percentage whereby Hamilton was not at the 1st track of the the f1 circuit since 2010.,challenging,SELECT CAST(COUNT(CASE WHEN T2.position <> 1 THEN T2.position END) AS REAL) * 100 / COUNT(T2.driverStandingsId) FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.surname = 'Hamilton' AND T1.year >= 2010,"SELECT    DIVIDE(     COUNT(DISTINCT r.raceid) FILTER (WHERE rs.surname = 'Hamilton' AND r.round = 1 AND rs.position > 1),     COUNT(DISTINCT r.raceid) FILTER (WHERE rs.surname = 'Hamilton' AND r.round = 1)   ) * 100 AS percentage FROM    races r JOIN    results rs ON r.raceid = rs.raceid WHERE    r.year >= 2010",NULL,0,0
How much faster in percentage is the champion than the driver who finished the race last in the 2008 Australian Grand Prix?,challenging,"WITH time_in_seconds AS ( SELECT T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6) AS REAL) ELSE CAST(SUBSTR(T1.time, 2) AS REAL) END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T2.name = 'Australian Grand Prix' AND T1.time IS NOT NULL AND T2.year = 2008 ), champion_time AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = 1), last_driver_incremental AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = (SELECT MAX(positionOrder) FROM time_in_seconds) ) SELECT (CAST((SELECT time_seconds FROM last_driver_incremental) AS REAL) * 100) / (SELECT time_seconds + (SELECT time_seconds FROM last_driver_incremental) FROM champion_time)",SELECT    ROUND(     (       (         (SELECT time FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix') AND position = 1)          - (SELECT time FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix') AND position = (SELECT COUNT(*) FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix')))       ) / (SELECT time FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix') AND position = (SELECT COUNT(*) FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix')))     ) * 100   ) AS percentage_difference FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix') AND position = 1,SELECT (CAST(T1.time AS REAL) - CAST(T2.time AS REAL)) * 100 / CAST(T2.time AS REAL) AS PercentageDifference FROM results AS T1 INNER JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix') AND T2.position = (SELECT MAX(position) FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND name = 'Australian Grand Prix')) AND T1.time IS NOT NULL AND T2.time IS NOT NULL,0,0
Please calculate the race completion percentage of Japanese drivers from 2007 to 2009.,challenging,"SELECT CAST(SUM(IIF(T1.time IS NOT NULL, 1, 0)) AS REAL) * 100 / COUNT(T1.raceId) FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN drivers AS T3 on T1.driverId = T3.driverId WHERE T3.nationality = 'Japanese' AND T2.year BETWEEN 2007 AND 2009","SELECT    ROUND(     (COUNT(DISTINCT results.driverid) FILTER (WHERE results.time IS NOT NULL AND results.raceid IN (       SELECT raceid        FROM races        WHERE year BETWEEN 2007 AND 2009     )))::DECIMAL /      COUNT(DISTINCT results.driverid) FILTER (WHERE results.raceid IN (       SELECT raceid        FROM races        WHERE year BETWEEN 2007 AND 2009     ))   ) * 100, 2) AS race_completion_percentage FROM results WHERE results.driverid IN (   SELECT driverid    FROM drivers    WHERE nationality = 'Japanese' ) AND results.raceid IN (   SELECT raceid    FROM races    WHERE year BETWEEN 2007 AND 2009 )",SELECT (COUNT(DISTINCT T2.DriverID) FILTER (WHERE T1.time IS NOT NULL AND T1.year BETWEEN 2007 AND 2009) * 100.0 / COUNT(DISTINCT T2.DriverID) FILTER (WHERE T1.year BETWEEN 2007 AND 2009)) AS CompletionPercentage FROM results AS T1 INNER JOIN drivers AS T2 ON T1.driverid = T2.driverid WHERE T2.nationality = 'Japanese',0,0
"What is the average time in seconds of champion for each year, before year 1975?",challenging,"WITH time_in_seconds AS ( SELECT T2.year, T2.raceId, T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6,2) AS REAL )   + CAST(SUBSTR(T1.time, 9) AS REAL)/1000 ELSE 0 END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T1.time IS NOT NULL ), champion_time AS ( SELECT year, raceId, time_seconds FROM time_in_seconds WHERE positionOrder = 1 ) SELECT year, AVG(time_seconds) FROM champion_time WHERE year < 1975 GROUP BY year HAVING AVG(time_seconds) IS NOT NULL","SELECT r.year, AVG(r.time) AS average_time_seconds FROM results r JOIN races ra ON r.raceid = ra.raceid WHERE ra.year < 1975 AND r.time IS NOT NULL GROUP BY r.year","SELECT T1.year, AVG(CAST(SUBSTR(T1.time, 1, 2) * 3600 + SUBSTR(T1.time, 4, 2) * 60 + SUBSTR(T1.time, 7, 2) + SUBSTR(T1.time, 10, 3) / 1000 AS FLOAT)) AS avg_time_seconds FROM results AS T1 INNER JOIN status AS T2 ON T1.statusid = T2.statusid WHERE T2.status = 'Finished' AND T1.time IS NOT NULL AND T1.year < 1975 GROUP BY T1.year",0,0
"From 2000 to 2005, what percentage of drivers who were born before 1985 and the lap numbers were over 50?",challenging,"SELECT CAST(SUM(IIF(STRFTIME('%Y', T3.dob) < '1985' AND T1.laps > 50, 1, 0)) AS REAL) * 100 / COUNT(*) FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN drivers AS T3 on T1.driverId = T3.driverId WHERE T2.year BETWEEN 2000 AND 2005",SELECT (COUNT(DISTINCT laptimes.driverid) FILTER (WHERE laptimes.lap > 50 AND YEAR(drivers.dob) < 1985) / COUNT(DISTINCT qualifying.driverid) FILTER (WHERE YEAR(drivers.dob) BETWEEN 2000 AND 2005)) * 100 AS percentage FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid JOIN qualifying ON laptimes.driverid = qualifying.driverid WHERE YEAR(qualifying.raceid) BETWEEN 2000 AND 2005,SELECT (COUNT(T1.driverid) * 100 / (SELECT COUNT(T2.driverid) FROM drivers AS T2 INNER JOIN results AS T3 ON T2.driverid = T3.driverid WHERE T2.dob < '1985' AND T3.laps > 50 AND T3.raceid IN (SELECT T4.raceid FROM races AS T4 WHERE T4.year BETWEEN '2000' AND '2005')) ) AS Percentage FROM drivers AS T1 INNER JOIN results AS T5 ON T1.driverid = T5.driverid WHERE T1.dob < '1985' AND T5.laps > 50 AND T5.raceid IN (SELECT T6.raceid FROM races AS T6 WHERE T6.year BETWEEN '2000' AND '2005'),0,0
List down top 3 German drivers who has the shortest average pit stop duration and were born between 1980-1985.,challenging,"SELECT T2.forename, T2.surname FROM pitStops AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId WHERE T2.nationality = 'German' AND STRFTIME('%Y', T2.dob) BETWEEN '1980' AND '1985' GROUP BY T2.forename, T2.surname ORDER BY AVG(T1.duration) LIMIT 3","SELECT d.forename, d.surname, AVG(p.duration) AS avg_duration FROM drivers d JOIN pitstops p ON d.driverid = p.driverid WHERE d.nationality = 'German' AND YEAR(d.dob) BETWEEN 1980 AND 1985 GROUP BY d.driverid ORDER BY avg_duration ASC LIMIT 3","SELECT drivers.forename, drivers.surname, AVG(pitstops.duration) AS avg_duration FROM drivers INNER JOIN pitstops ON drivers.driverid = pitstops.driverid WHERE drivers.nationality = 'German' AND 1980 < strftime('%Y', drivers.dob) AND strftime('%Y', drivers.dob) < 1985 GROUP BY drivers.driverid ORDER BY avg_duration ASC LIMIT 3",0,0
What is the constructor reference name of the champion in the 2009 Singapore Grand Prix? Please give its website.,challenging,"SELECT T3.constructorRef, T3.url FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN constructors AS T3 on T1.constructorId = T3.constructorId WHERE T2.name = 'Singapore Grand Prix' AND T2.year = 2009 AND T1.time LIKE '_:%:__.___'","SELECT c.constructorref, c.url FROM constructorresults cr JOIN constructors c ON cr.constructorid = c.constructorid JOIN races r ON cr.raceid = r.raceid WHERE r.year = 2009 AND r.name = 'Singapore Grand Prix' ORDER BY cr.points DESC LIMIT 1","SELECT T2.constructorref, T2.url FROM results AS T1 INNER JOIN constructors AS T2 ON T1.constructorid = T2.constructorid INNER JOIN races AS T3 ON T1.raceid = T3.raceid WHERE T3.year = 2009 AND T3.name = 'Singapore Grand Prix' AND T1.position = 1",1,1
"Which constructor scored most points from Monaco Grand Prix between 1980 and 2010? List the score, name and nationality of this team.",challenging,"SELECT SUM(T1.points), T2.name, T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T1.constructorId = T2.constructorId INNER JOIN races AS T3 ON T3.raceid = T1.raceid WHERE T3.name = 'Monaco Grand Prix' AND T3.year BETWEEN 1980 AND 2010 GROUP BY T2.name ORDER BY SUM(T1.points) DESC LIMIT 1","SELECT c.points, c.name, c.nationality FROM constructorstandings cs JOIN constructors c ON cs.constructorid = c.constructorid JOIN races r ON cs.raceid = r.raceid WHERE r.name = 'Monaco Grand Prix' AND r.year BETWEEN 1980 AND 2010 ORDER BY c.points DESC LIMIT 1","SELECT T1.points, T2.name, T2.nationality  FROM constructorstandings AS T1  INNER JOIN constructors AS T2 ON T1.constructorid = T2.constructorid  INNER JOIN races AS T3 ON T1.raceid = T3.raceid  WHERE T3.circuitid = (SELECT circuitid FROM circuits WHERE name = 'Monaco Grand Prix')  AND T3.year BETWEEN 1980 AND 2010  ORDER BY T1.points DESC  LIMIT 1",0,0
What is full name of the racer who ranked 1st in the 3rd qualifying race held in the Marina Bay Street Circuit in 2008?,challenging,"SELECT T2.forename, T2.surname FROM qualifying AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId INNER JOIN races AS T3 ON T1.raceid = T3.raceid WHERE q3 IS NOT NULL AND T3.year = 2008 AND T3.circuitId IN ( SELECT circuitId FROM circuits WHERE name = 'Marina Bay Street Circuit' ) ORDER BY CAST(SUBSTR(q3, 1, INSTR(q3, ':') - 1) AS INTEGER) * 60 + CAST(SUBSTR(q3, INSTR(q3, ':') + 1, INSTR(q3, '.') - INSTR(q3, ':') - 1) AS REAL) + CAST(SUBSTR(q3, INSTR(q3, '.') + 1) AS REAL) / 1000 ASC LIMIT 1","SELECT d.forename, d.surname FROM drivers d JOIN qualifying q ON d.driverid = q.driverid JOIN races r ON q.raceid = r.raceid JOIN circuits c ON r.circuitid = c.circuitid WHERE c.name = 'Marina Bay Street Circuit' AND r.year = 2008 ORDER BY q.q3 LIMIT 1","SELECT T2.forename, T2.surname FROM results AS T1 INNER JOIN drivers AS T2 ON T1.driverid = T2.driverid INNER JOIN races AS T3 ON T1.raceid = T3.raceid INNER JOIN circuits AS T4 ON T3.circuitid = T4.circuitid WHERE T3.year = 2008 AND T4.name = 'Marina Bay Street Circuit' AND T1.position = 1 AND T1.grid = (SELECT MIN(q3) FROM qualifying WHERE raceid = T3.raceid)",0,0
"Among all the lap records set on various circuits, what is the time for the fastest one?",challenging,"SELECT time FROM lapTimes ORDER BY (CASE WHEN INSTR(time, ':') <> INSTR(SUBSTR(time, INSTR(time, ':') + 1), ':') + INSTR(time, ':') THEN CAST(SUBSTR(time, 1, INSTR(time, ':') - 1) AS REAL) * 3600 ELSE 0 END) + (CAST(SUBSTR(time, INSTR(time, ':') - 2 * (INSTR(time, ':') = INSTR(SUBSTR(time, INSTR(time, ':') + 1), ':') + INSTR(time, ':')), INSTR(time, ':') - 1) AS REAL) * 60) + (CAST(SUBSTR(time, INSTR(time, ':') + 1, INSTR(time, '.') - INSTR(time, ':') - 1) AS REAL)) + (CAST(SUBSTR(time, INSTR(time, '.') + 1) AS REAL) / 1000) ASC LIMIT 1",SELECT MIN(laptimes.time) AS fastest_lap_time FROM laptimes,SELECT MIN(laptimes.time) AS FastestLapTime FROM laptimes,0,0
Which top 20 driver created the shortest lap time ever record in a Formula_1 race? Please give them full names.,challenging,"WITH lap_times_in_seconds AS (SELECT driverId, (CASE WHEN SUBSTR(time, 1, INSTR(time, ':') - 1) <> '' THEN CAST(SUBSTR(time, 1, INSTR(time, ':') - 1) AS REAL) * 60 ELSE 0 END + CASE WHEN SUBSTR(time, INSTR(time, ':') + 1, INSTR(time, '.') - INSTR(time, ':') - 1) <> '' THEN CAST(SUBSTR(time, INSTR(time, ':') + 1, INSTR(time, '.') - INSTR(time, ':') - 1) AS REAL) ELSE 0 END + CASE WHEN SUBSTR(time, INSTR(time, '.') + 1) <> '' THEN CAST(SUBSTR(time, INSTR(time, '.') + 1) AS REAL) / 1000 ELSE 0 END) AS time_in_seconds FROM lapTimes) SELECT T2.forename, T2.surname, T1.driverId FROM (SELECT driverId, MIN(time_in_seconds) AS min_time_in_seconds FROM lap_times_in_seconds GROUP BY driverId) AS T1 INNER JOIN drivers AS T2 ON T1.driverId = T2.driverId ORDER BY T1.min_time_in_seconds ASC LIMIT 20","SELECT d.forename, d.surname FROM drivers d JOIN results r ON d.driverid = r.driverid JOIN (     SELECT raceid, MIN(time) AS shortest_lap_time     FROM results     WHERE time IS NOT NULL     GROUP BY raceid ) AS shortest ON r.raceid = shortest.raceid ORDER BY shortest.shortest_lap_time ASC LIMIT 20","SELECT T2.forename, T2.surname FROM results AS T1 INNER JOIN drivers AS T2 ON T1.driverid = T2.driverid INNER JOIN (SELECT raceid, MIN(time) AS shortest_time FROM laptimes GROUP BY raceid) AS T3 ON T1.raceid = T3.raceid WHERE T1.time = T3.shortest_time ORDER BY T3.shortest_time LIMIT 20",0,0
Please list the lap records for the circuits in Italy.,challenging,"WITH fastest_lap_times AS (SELECT T1.raceId, T1.FastestLapTime, (CAST(SUBSTR(T1.FastestLapTime, 1, INSTR(T1.FastestLapTime, ':') - 1) AS REAL) * 60) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, ':') + 1, INSTR(T1.FastestLapTime, '.') - INSTR(T1.FastestLapTime, ':') - 1) AS REAL)) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, '.') + 1) AS REAL) / 1000) as time_in_seconds FROM results AS T1 WHERE T1.FastestLapTime IS NOT NULL ) SELECT T1.FastestLapTime as lap_record FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN circuits AS T3 on T2.circuitId = T3.circuitId INNER JOIN (SELECT MIN(fastest_lap_times.time_in_seconds) as min_time_in_seconds FROM fastest_lap_times INNER JOIN races AS T2 on fastest_lap_times.raceId = T2.raceId INNER JOIN circuits AS T3 on T2.circuitId = T3.circuitId WHERE T3.country = 'Italy' ) AS T4 ON (CAST(SUBSTR(T1.FastestLapTime, 1, INSTR(T1.FastestLapTime, ':') - 1) AS REAL) * 60) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, ':') + 1, INSTR(T1.FastestLapTime, '.') - INSTR(T1.FastestLapTime, ':') - 1) AS REAL)) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, '.') + 1) AS REAL) / 1000) = T4.min_time_in_seconds LIMIT 1","SELECT c.name AS circuit_name, MIN(l.time) AS fastest_lap_time FROM circuits c JOIN races r ON c.circuitid = r.circuitid JOIN laptimes l ON r.raceid = l.raceid WHERE c.country = 'Italy' GROUP BY c.circuitid","SELECT T1.name, MIN(T2.time) AS lap_record FROM circuits AS T1 INNER JOIN laptimes AS T2 ON T1.circuitid = T2.raceid WHERE T1.country = 'Italy' GROUP BY T1.circuitid",0,0
"In the race a driver set the lap record for the Austrian Grand Prix Circuit, how long did he spent at the pit stop at that same race?",challenging,"WITH fastest_lap_times AS ( SELECT T1.raceId, T1.driverId, T1.FastestLapTime, (CAST(SUBSTR(T1.FastestLapTime, 1, INSTR(T1.FastestLapTime, ':') - 1) AS REAL) * 60) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, ':') + 1, INSTR(T1.FastestLapTime, '.') - INSTR(T1.FastestLapTime, ':') - 1) AS REAL)) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, '.') + 1) AS REAL) / 1000) as time_in_seconds FROM results AS T1 WHERE T1.FastestLapTime IS NOT NULL), lap_record_race AS ( SELECT T1.raceId, T1.driverId FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN circuits AS T3 on T2.circuitId = T3.circuitId INNER JOIN ( SELECT MIN(fastest_lap_times.time_in_seconds) as min_time_in_seconds FROM fastest_lap_times INNER JOIN races AS T2 on fastest_lap_times.raceId = T2.raceId INNER JOIN circuits AS T3 on T2.circuitId = T3.circuitId WHERE T2.name = 'Austrian Grand Prix') AS T4 ON (CAST(SUBSTR(T1.FastestLapTime, 1, INSTR(T1.FastestLapTime, ':') - 1) AS REAL) * 60) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, ':') + 1, INSTR(T1.FastestLapTime, '.') - INSTR(T1.FastestLapTime, ':') - 1) AS REAL)) + (CAST(SUBSTR(T1.FastestLapTime, INSTR(T1.FastestLapTime, '.') + 1) AS REAL) / 1000) = T4.min_time_in_seconds WHERE T2.name = 'Austrian Grand Prix') SELECT T4.duration FROM lap_record_race INNER JOIN pitStops AS T4 on lap_record_race.raceId = T4.raceId AND lap_record_race.driverId = T4.driverId",SELECT p.duration FROM pitstops p JOIN races r ON p.raceid = r.raceid JOIN circuits c ON r.circuitid = c.circuitid WHERE c.name = 'Austrian Grand Prix' AND c.circuitid = r.circuitid AND p.driverid = r.driverid,SELECT T6.duration FROM laptimes AS T1 INNER JOIN races AS T2 ON T1.raceid = T2.raceid INNER JOIN circuits AS T3 ON T2.circuitid = T3.circuitid INNER JOIN results AS T4 ON T1.raceid = T4.raceid AND T1.driverid = T4.driverid INNER JOIN pitstops AS T5 ON T1.raceid = T5.raceid AND T1.driverid = T5.driverid AND T1.lap = T5.lap INNER JOIN status AS T6 ON T4.statusid = T6.statusid WHERE T3.location = 'Austrian Grand Prix Circuit' AND T1.time = (SELECT MIN(T7.time) FROM laptimes AS T7 WHERE T7.raceid = T1.raceid),0,0
"In Scotland Premier League, which away team won the most during the 2010 season?",challenging,SELECT teamInfo.team_long_name FROM League AS leagueData INNER JOIN Match AS matchData ON leagueData.id = matchData.league_id INNER JOIN Team AS teamInfo ON matchData.away_team_api_id = teamInfo.team_api_id WHERE leagueData.name = 'Scotland Premier League' AND matchData.season = '2009/2010' AND matchData.away_team_goal - matchData.home_team_goal > 0 GROUP BY matchData.away_team_api_id ORDER BY COUNT(*) DESC LIMIT 1,SELECT t.team_long_name FROM team t JOIN match m ON t.team_api_id = m.away_team_api_id JOIN league l ON m.league_id = l.id WHERE l.name = 'Scotland Premier League' AND m.season = '2009/2010' AND m.away_team_goal > m.home_team_goal GROUP BY t.team_long_name ORDER BY COUNT(*) DESC LIMIT 1,NULL,0,0
"At present, calculate for the player's age who have a sprint speed of no less than 97 between 2013 to 2015.",challenging,"SELECT DISTINCT DATETIME() - T2.birthday age FROM Player_Attributes AS t1 INNER JOIN Player AS t2 ON t1.player_api_id = t2.player_api_id WHERE STRFTIME('%Y',t1.`date`) >= '2013' AND STRFTIME('%Y',t1.`date`) <= '2015' AND t1.sprint_speed >= 97","SELECT    p.id,   p.player_api_id,   p.player_name,   p.player_fifa_api_id,   p.birthday,   p.height,   p.weight,   (julianday('now') - julianday(p.birthday)) / 365.25 AS age,   pa.sprint_speed FROM    player p JOIN    player_attributes pa ON p.player_api_id = pa.player_api_id WHERE    pa.sprint_speed >= 97 AND   strftime('%Y', pa.date) BETWEEN '2013' AND '2015'",NULL,0,0
List the long name of teams with above-average build-up play passing in 2012.,challenging,"SELECT DISTINCT t4.team_long_name FROM Team_Attributes AS t3 INNER JOIN Team AS t4 ON t3.team_api_id = t4.team_api_id WHERE SUBSTR(t3.`date`, 1, 4) = '2012' AND t3.buildUpPlayPassing > ( SELECT CAST(SUM(t2.buildUpPlayPassing) AS REAL) / COUNT(t1.id) FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE STRFTIME('%Y',t2.`date`) = '2012')","SELECT team_long_name FROM team_attributes JOIN team ON team_attributes.team_api_id = team.team_api_id WHERE strftime('%Y', team_attributes.date) = '2012' AND buildUpPlayPassing > (     SELECT AVG(buildUpPlayPassing)     FROM team_attributes     WHERE buildUpPlayPassing IS NOT NULL ) ",NULL,0,0
"Calculate the percentage of players who prefer left foot, who were born between 1987 and 1992.",challenging,"SELECT CAST(COUNT(CASE WHEN t2.preferred_foot = 'left' THEN t1.id ELSE NULL END) AS REAL) * 100 / COUNT(t1.id) percent FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE SUBSTR(t1.birthday, 1, 4) BETWEEN '1987' AND '1992'","SELECT      DIVIDE(MULTIPLY((SELECT COUNT(*) FROM player WHERE preferred_foot = 'left' AND YEAR(birthday) BETWEEN '1987' AND '1992'), 100), (SELECT COUNT(*) FROM player)) AS percentage_left_foot_players FROM      player LIMIT 1",NULL,0,0
"For the teams with normal build-up play dribbling class in 2014, List the names of the teams with less than average chance creation passing, in descending order of chance creation passing.",challenging,"SELECT t3.team_long_name FROM Team AS t3 INNER JOIN Team_Attributes AS t4 ON t3.team_api_id = t4.team_api_id WHERE t4.buildUpPlayDribblingClass = 'Normal' AND t4.chanceCreationPassing < ( SELECT CAST(SUM(t2.chanceCreationPassing) AS REAL) / COUNT(t1.id) FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlayDribblingClass = 'Normal' AND SUBSTR(t2.`date`, 1, 4) = '2014') ORDER BY t4.chanceCreationPassing DESC",SELECT t.team_long_name FROM team_attributes ta JOIN team t ON ta.team_api_id = t.team_api_id WHERE ta.buildupplaydribblingclass = 'Normal' AND ta.date >= '2014-01-01 00:00:00' AND ta.date <= '2014-01-31 00:00:00' AND (SELECT AVG(chanceCreationPassing) FROM team_attributes) > ta.chanceCreationPassing ORDER BY ta.chanceCreationPassing DESC,NULL,0,0
List the name of leagues in which the average goals by the home team is higher than the away team in the 2009/2010 season.,challenging,SELECT t1.name FROM League AS t1 INNER JOIN Match AS t2 ON t1.id = t2.league_id WHERE t2.season = '2009/2010' GROUP BY t1.name HAVING (CAST(SUM(t2.home_team_goal) AS REAL) / COUNT(DISTINCT t2.id)) - (CAST(SUM(t2.away_team_goal) AS REAL) / COUNT(DISTINCT t2.id)) > 0,SELECT league.name FROM league JOIN match ON league.id = match.league_id WHERE match.season = '2009/2010' GROUP BY league.name HAVING AVG(match.home_team_goal) > AVG(match.away_team_goal),NULL,1,0
