Question,Difficulty,Ground Truth SQL,Basic Predicted SQL,Advanced Predicted SQL,EX Basic,EX Advanced
"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics?",challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180,SELECT      (SELECT COUNT(*)       FROM superhero       WHERE height_cm BETWEEN 150 AND 180 AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')      ) / (SELECT COUNT(*) FROM superhero) * 100 AS percentage,SELECT (SELECT COUNT(T1.id) FROM superhero AS T1 WHERE T1.height_cm BETWEEN 150 AND 180 AND T1.publisher_id = 13) / (SELECT COUNT(T2.id) FROM superhero AS T2 WHERE T2.height_cm BETWEEN 150 AND 180) * 100,0,0
Which superhero has the most durability published by Dark Horse Comics?,challenging,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T3.id = T2.attribute_id INNER JOIN publisher AS T4 ON T4.id = T1.publisher_id WHERE T4.publisher_name = 'Dark Horse Comics' AND T3.attribute_name = 'Durability' ORDER BY T2.attribute_value DESC LIMIT 1,SELECT s.superhero_name  FROM superhero s  JOIN hero_attribute ha ON s.id = ha.hero_id  JOIN attribute a ON ha.attribute_id = a.id  JOIN publisher p ON s.publisher_id = p.id  WHERE a.attribute_name = 'durability' AND p.publisher_name = 'Dark Horse Comics'  ORDER BY ha.attribute_value DESC  LIMIT 1,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id INNER JOIN publisher AS T4 ON T1.publisher_id = T4.id WHERE T3.attribute_name = 'durability' AND T4.publisher_name = 'Dark Horse Comics' ORDER BY T2.attribute_value DESC LIMIT 1,0,0
"List the eyes, hair and skin colour of all female superheroes published by Dark Horse Comics.",challenging,"SELECT T1.eye_colour_id, T1.hair_colour_id, T1.skin_colour_id FROM superhero AS T1 INNER JOIN publisher AS T2 ON T2.id = T1.publisher_id INNER JOIN gender AS T3 ON T3.id = T1.gender_id WHERE T2.publisher_name = 'Dark Horse Comics' AND T3.gender = 'Female'","SELECT s.superhero_name, c1.colour AS eyes, c2.colour AS hair, c3.colour AS skin_colour FROM superhero AS s JOIN gender AS g ON s.gender_id = g.id JOIN colour AS c1 ON s.eye_colour_id = c1.id JOIN colour AS c2 ON s.hair_colour_id = c2.id JOIN colour AS c3 ON s.skin_colour_id = c3.id JOIN publisher AS p ON s.publisher_id = p.id WHERE g.gender = 'Female' AND p.publisher_name = 'Dark Horse Comics'","SELECT T1.eye_colour_id, T1.hair_colour_id, T1.skin_colour_id FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T2.gender = 'Female' AND T3.publisher_name = 'Dark Horse Comics'",0,1
"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.",challenging,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id","SELECT s.superhero_name, p.publisher_name  FROM superhero s  JOIN colour c1 ON s.eye_colour_id = c1.id  JOIN colour c2 ON s.hair_colour_id = c2.id  JOIN colour c3 ON s.skin_colour_id = c3.id  JOIN publisher p ON s.publisher_id = p.id  WHERE c1.id = c2.id AND c2.id = c3.id","SELECT T1.superhero_name, T3.publisher_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.hair_colour_id = T1.skin_colour_id",1,1
What is the percentage of blue female superheroes among all female superheroes?,challenging,SELECT CAST(COUNT(CASE WHEN T3.colour = 'Blue' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T2.gender = 'Female',SELECT (   SELECT COUNT(*)    FROM superhero    WHERE skin_colour_id IN (SELECT id FROM colour WHERE colour = 'Blue')      AND gender_id IN (SELECT id FROM gender WHERE gender = 'Female') ) / (   SELECT COUNT(*)    FROM superhero    WHERE gender_id IN (SELECT id FROM gender WHERE gender = 'Female') ) * 100 AS percentage,SELECT (SELECT COUNT(T1.id) FROM superhero AS T1 WHERE T1.gender_id IN (SELECT T2.id FROM gender AS T2 WHERE T2.gender = 'Female') AND T1.skin_colour_id IN (SELECT T3.id FROM colour AS T3 WHERE T3.colour = 'Blue')) * 100.0 / (SELECT COUNT(T4.id) FROM superhero AS T4 WHERE T4.gender_id IN (SELECT T5.id FROM gender AS T5 WHERE T5.gender = 'Female')) AS percentage,0,1
How many percent of female heroes were published by Marvel Comics?,challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T3.gender = 'Female',SELECT (   SELECT COUNT(*)    FROM superhero    WHERE gender_id IN (SELECT id FROM gender WHERE gender = 'Female')    AND publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') ) /  (   SELECT COUNT(*)    FROM superhero    WHERE publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') ) * 100 AS percent,SELECT (SELECT COUNT(*) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T2.gender = 'Female' AND T3.publisher_name = 'Marvel Comics') * 100.0 / (SELECT COUNT(*) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'Marvel Comics'),0,0
"Among the bad superheroes, what is the percentage of female superheroes?",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad',"SELECT    ROUND(     (       SELECT          COUNT(*)        FROM          superhero        WHERE          gender_id = 2          AND alignment_id = 2     ) * 100.0 / (       SELECT          COUNT(*)        FROM          superhero        WHERE          alignment_id = 2     ),      2   ) AS percentage",SELECT (SELECT COUNT(T2.id) FROM gender AS T1 INNER JOIN superhero AS T2 ON T1.id = T2.gender_id WHERE T2.alignment_id = 2 AND T1.id = 2) * 100.0 / (SELECT COUNT(T3.id) FROM alignment AS T4 INNER JOIN superhero AS T3 ON T4.id = T3.alignment_id WHERE T4.id = 2) AS percentage,0,1
"In superheroes with missing weight data, calculate the difference between the number of superheroes with blue eyes and no eye color.",challenging,SELECT SUM(CASE WHEN T2.id = 7 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.id = 1 THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg is NULL,SELECT    (SELECT COUNT(*)     FROM superhero AS T1     WHERE T1.eye_colour_id = 7 AND (T1.weight_kg = 0 OR T1.weight_kg IS NULL)) -    (SELECT COUNT(*)     FROM superhero AS T1     WHERE T1.eye_colour_id = 1 AND (T1.weight_kg = 0 OR T1.weight_kg IS NULL)) AS difference,SELECT COUNT(T1.id) - (SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T2.id = 1) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T2.id = 7,1,0
Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,"SELECT    CASE      WHEN (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'DC Comics')) >           (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics'))      THEN 'DC Comics'      ELSE 'Marvel Comics'    END AS publisher_with_most_superheroes,    ABS(     (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'DC Comics')) -      (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics'))   ) AS difference",SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T2.publisher_name = 'DC Comics',0,0
"Among all superheroes created by George Lucas, identify the percentage of female superheroes.",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.publisher_name = 'George Lucas',"SELECT    ROUND(     (       SELECT          COUNT(*)        FROM          superhero        WHERE          gender_id = (SELECT id FROM gender WHERE gender = 'Female')          AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'George Lucas')     ) * 100.0 / (       SELECT          COUNT(*)        FROM          superhero        WHERE          publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'George Lucas')     ), 2   ) AS female_superheroes_percentage",SELECT (SELECT COUNT(*) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T2.gender = 'Female' AND T3.publisher_name = 'George Lucas') * 100.0 / (SELECT COUNT(*) FROM superhero AS T4 INNER JOIN publisher AS T5 ON T4.publisher_id = T5.id WHERE T5.publisher_name = 'George Lucas') AS percentage,0,1
"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",challenging,SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',"SELECT      ROUND(         (             SELECT                  COUNT(*)              FROM                  superhero              WHERE                  alignment_id IN (SELECT id FROM alignment WHERE alignment = 'good')                  AND publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')         ) * 100.0 /          (             SELECT                  COUNT(*)              FROM                  superhero              WHERE                  publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')         ), 2     ) AS percentage_of_good_superheroes",SELECT (SELECT COUNT(*) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T2.alignment = 'Good' AND T3.publisher_name = 'Marvel Comics') * 100.0 / (SELECT COUNT(*) FROM superhero AS T4 INNER JOIN publisher AS T5 ON T4.publisher_id = T5.id WHERE T5.publisher_name = 'Marvel Comics') AS percentage,0,0
"Paul di Resta was in the No. 853 race, what percent faster did he finish in the 853rd race than the next race for the fastest lap speed?",challenging,"SELECT (SUM(IIF(T2.raceId = 853, T2.fastestLapSpeed, 0)) - SUM(IIF(T2.raceId = 854, T2.fastestLapSpeed, 0))) * 100 / SUM(IIF(T2.raceId = 853, T2.fastestLapSpeed, 0)) FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T1.forename = 'Paul' AND T1.surname = 'di Resta'",SELECT (   (     SELECT        MAX(results.fastestlapspeed)      FROM        results      WHERE        results.raceid = 853   ) -    (     SELECT        MAX(results.fastestlapspeed)      FROM        results      WHERE        results.raceid = 854   ) ) /  (   SELECT      MAX(results.fastestlapspeed)    FROM      results    WHERE      results.raceid = 853 ) * 100 AS percentage,"SELECT (T1.fastestlapspeed - T2.fastestlapspeed) * 100 / T1.fastestlapspeed AS percentage FROM (SELECT T3.fastestlapspeed FROM results AS T3 INNER JOIN drivers AS T4 ON T3.driverid = T4.driverid WHERE T4.forename = 'Paul' AND T4.surname = 'di Resta' AND T3.raceid = 853) AS T1, (SELECT T5.fastestlapspeed FROM results AS T5 INNER JOIN drivers AS T6 ON T5.driverid = T6.driverid WHERE T6.forename = 'Paul' AND T6.surname = 'di Resta' AND T5.raceid = 854) AS T2",0,1
Calculate the percentage whereby Hamilton was not at the 1st track of the the f1 circuit since 2010.,challenging,SELECT CAST(COUNT(CASE WHEN T2.position <> 1 THEN T2.position END) AS REAL) * 100 / COUNT(T2.driverStandingsId) FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.surname = 'Hamilton' AND T1.year >= 2010,SELECT    (COUNT(CASE WHEN r.position > 1 THEN 1 END) * 1.0 / COUNT(*)) * 100 AS percentage FROM    results r JOIN    drivers d ON r.driverid = d.driverid WHERE    d.surname = 'Hamilton' AND r.year >= 2010,SELECT (SELECT COUNT(*) FROM results AS T1 INNER JOIN drivers AS T2 ON T1.driverid = T2.driverid WHERE T2.surname = 'Hamilton' AND T1.position > 1 AND T1.raceid IN (SELECT raceid FROM races WHERE year >= 2010)) / (SELECT COUNT(*) FROM results AS T3 INNER JOIN drivers AS T4 ON T3.driverid = T4.driverid WHERE T4.surname = 'Hamilton' AND T3.raceid IN (SELECT raceid FROM races WHERE year >= 2010)) * 100,0,0
How much faster in percentage is the champion than the driver who finished the race last in the 2008 Australian Grand Prix?,challenging,"WITH time_in_seconds AS ( SELECT T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6) AS REAL) ELSE CAST(SUBSTR(T1.time, 2) AS REAL) END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T2.name = 'Australian Grand Prix' AND T1.time IS NOT NULL AND T2.year = 2008 ), champion_time AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = 1), last_driver_incremental AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = (SELECT MAX(positionOrder) FROM time_in_seconds) ) SELECT (CAST((SELECT time_seconds FROM last_driver_incremental) AS REAL) * 100) / (SELECT time_seconds + (SELECT time_seconds FROM last_driver_incremental) FROM champion_time)","SELECT      (         (             strftime('%s', '00:' || substr(results.time, 4))              -              strftime('%s', '00:' || substr(                 (                     SELECT                          time                      FROM                          results                      WHERE                          position = 1                          AND raceid = (                             SELECT                                  raceid                              FROM                                  races                              WHERE                                  year = 2008                                  AND circuitid = (                                     SELECT                                          circuitid                                      FROM                                          circuits                                      WHERE                                          name LIKE '%Australian%'                                 )                         )                 ), 4             ))         )          /          strftime('%s', '00:' || substr(results.time, 4))     ) * 100 as percentage FROM      results  WHERE      position = 1      AND raceid = (         SELECT              raceid          FROM              races          WHERE              year = 2008              AND circuitid = (                 SELECT                      circuitid                  FROM                      circuits                  WHERE                      name LIKE '%Australian%'             )     )","SELECT ((strftime('%s', T1.time) - strftime('%s', T2.time)) / strftime('%s', T3.time) * 100) AS 'Percentage Faster' FROM results AS T1 INNER JOIN (SELECT time FROM results WHERE position = 1 AND raceid = (SELECT raceid FROM races WHERE year = 2008 AND circuitid = (SELECT circuitid FROM circuits WHERE name = 'Australian Grand Prix'))) AS T2 ON 1 = 1 INNER JOIN (SELECT time FROM results WHERE position = (SELECT MAX(position) FROM results WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND circuitid = (SELECT circuitid FROM circuits WHERE name = 'Australian Grand Prix'))) AND raceid = (SELECT raceid FROM races WHERE year = 2008 AND circuitid = (SELECT circuitid FROM circuits WHERE name = 'Australian Grand Prix'))) AS T3 ON 1 = 1",0,0
Please calculate the race completion percentage of Japanese drivers from 2007 to 2009.,challenging,"SELECT CAST(SUM(IIF(T1.time IS NOT NULL, 1, 0)) AS REAL) * 100 / COUNT(T1.raceId) FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN drivers AS T3 on T1.driverId = T3.driverId WHERE T3.nationality = 'Japanese' AND T2.year BETWEEN 2007 AND 2009",SELECT    (CAST(COUNT(CASE                   WHEN results.time IS NOT NULL AND seasons.year BETWEEN 2007 AND 2009 AND drivers.nationality = 'Japanese'                   THEN 1                 END) AS FLOAT) / CAST(COUNT(CASE                                               WHEN seasons.year BETWEEN 2007 AND 2009 AND drivers.nationality = 'Japanese'                                               THEN 1                                             END) AS FLOAT)) * 100 AS RaceCompletionPercentage FROM    results   INNER JOIN races ON results.raceid = races.raceid   INNER JOIN seasons ON races.year = seasons.year   INNER JOIN drivers ON results.driverid = drivers.driverid WHERE    drivers.nationality = 'Japanese' AND seasons.year BETWEEN 2007 AND 2009,SELECT CAST(COUNT(T3.DriverID) AS REAL) / (SELECT COUNT(T1.DriverID) FROM results AS T1 INNER JOIN drivers AS T2 ON T1.DriverID = T2.DriverID WHERE T1.Year BETWEEN 2007 AND 2009 AND T2.Nationality = 'Japanese') * 100 AS RaceCompletionPercentage FROM results AS T3 INNER JOIN drivers AS T4 ON T3.DriverID = T4.DriverID WHERE T3.Time IS NOT NULL AND T3.Year BETWEEN 2007 AND 2009 AND T4.Nationality = 'Japanese',0,0
"What is the average time in seconds of champion for each year, before year 1975?",challenging,"WITH time_in_seconds AS ( SELECT T2.year, T2.raceId, T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6,2) AS REAL )   + CAST(SUBSTR(T1.time, 9) AS REAL)/1000 ELSE 0 END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T1.time IS NOT NULL ), champion_time AS ( SELECT year, raceId, time_seconds FROM time_in_seconds WHERE positionOrder = 1 ) SELECT year, AVG(time_seconds) FROM champion_time WHERE year < 1975 GROUP BY year HAVING AVG(time_seconds) IS NOT NULL",SELECT AVG(results.time) as average_time_in_seconds FROM results JOIN races ON results.raceid = races.raceid WHERE races.year < 1975 AND results.time IS NOT NULL AND results.position = 1,"SELECT AVG(strftime('%s', T1.time)) FROM results AS T1 INNER JOIN seasons AS T2 ON T1.raceid = T2.year WHERE T1.position = 1 AND T1.time IS NOT NULL AND T2.year < 1975",0,0
"From 2000 to 2005, what percentage of drivers who were born before 1985 and the lap numbers were over 50?",challenging,"SELECT CAST(SUM(IIF(STRFTIME('%Y', T3.dob) < '1985' AND T1.laps > 50, 1, 0)) AS REAL) * 100 / COUNT(*) FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN drivers AS T3 on T1.driverId = T3.driverId WHERE T2.year BETWEEN 2000 AND 2005",SELECT (   CAST(     (SELECT COUNT(DISTINCT driverid)       FROM results       WHERE EXTRACT(YEAR FROM dob) < 1985       AND laps > 50       AND EXTRACT(YEAR FROM date) BETWEEN 2000 AND 2005) AS FLOAT   ) /   (SELECT COUNT(DISTINCT driverid)     FROM results     WHERE EXTRACT(YEAR FROM dob) BETWEEN 2000 AND 2005) * 100 ) AS percentage,"SELECT (SELECT COUNT(DISTINCT T1.driverid) FROM results AS T1 INNER JOIN drivers AS T2 ON T1.driverid = T2.driverid WHERE strftime('%Y', T2.dob) < 1985 AND T1.laps > 50) / (SELECT COUNT(DISTINCT T3.driverid) FROM results AS T3 INNER JOIN drivers AS T4 ON T3.driverid = T4.driverid WHERE strftime('%Y', T4.dob) BETWEEN 2000 AND 2005) * 100 AS percentage",0,0
List down top 3 German drivers who has the shortest average pit stop duration and were born between 1980-1985.,challenging,"SELECT T2.forename, T2.surname FROM pitStops AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId WHERE T2.nationality = 'German' AND STRFTIME('%Y', T2.dob) BETWEEN '1980' AND '1985' GROUP BY T2.forename, T2.surname ORDER BY AVG(T1.duration) LIMIT 3","SELECT drivers.forename, drivers.surname, AVG(pitstops.duration) as avg_pit_stop_duration FROM drivers JOIN pitstops ON drivers.driverid = pitstops.driverid WHERE drivers.nationality = 'German' AND strftime('%Y', drivers.dob) BETWEEN '1980' AND '1985' GROUP BY drivers.driverid ORDER BY avg_pit_stop_duration ASC LIMIT 3","SELECT T1.forename, T1.surname, T2.avg_pit_stop_duration FROM drivers AS T1 INNER JOIN (SELECT T3.driverid, AVG(T4.duration) AS avg_pit_stop_duration FROM drivers AS T3 INNER JOIN pitstops AS T4 ON T3.driverid = T4.driverid WHERE T3.nationality = 'German' AND strftime('%Y', T3.dob) BETWEEN '1980' AND '1985' GROUP BY T3.driverid ORDER BY avg_pit_stop_duration ASC LIMIT 3) AS T2 ON T1.driverid = T2.driverid",0,0
What is the constructor reference name of the champion in the 2009 Singapore Grand Prix? Please give its website.,challenging,"SELECT T3.constructorRef, T3.url FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN constructors AS T3 on T1.constructorId = T3.constructorId WHERE T2.name = 'Singapore Grand Prix' AND T2.year = 2009 AND T1.time LIKE '_:%:__.___'","SELECT constructors.constructorref, constructors.url  FROM constructors  JOIN constructorstandings ON constructors.constructorid = constructorstandings.constructorid  JOIN races ON races.raceid = constructorstandings.raceid  WHERE races.year = 2009 AND races.name = 'Singapore Grand Prix' AND constructorstandings.position = 1","SELECT T2.constructorRef, T2.url FROM results AS T1 INNER JOIN constructors AS T2 ON T1.constructorId = T2.constructorId INNER JOIN races AS T3 ON T1.raceId = T3.raceId WHERE T3.name = 'Singapore Grand Prix' AND T3.year = 2009 AND T1.position = 1",0,1
"Which constructor scored most points from Monaco Grand Prix between 1980 and 2010? List the score, name and nationality of this team.",challenging,"SELECT SUM(T1.points), T2.name, T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T1.constructorId = T2.constructorId INNER JOIN races AS T3 ON T3.raceid = T1.raceid WHERE T3.name = 'Monaco Grand Prix' AND T3.year BETWEEN 1980 AND 2010 GROUP BY T2.name ORDER BY SUM(T1.points) DESC LIMIT 1","SELECT cr.name, cr.nationality, SUM(cr.points) as total_points FROM constructorresults as cr JOIN races as r ON cr.raceid = r.raceid JOIN constructors as c ON cr.constructorid = c.constructorid WHERE r.name LIKE '%Monaco Grand Prix%' AND r.year BETWEEN 1980 AND 2010 GROUP BY cr.constructorid ORDER BY total_points DESC LIMIT 1","SELECT MAX(T1.points), T2.name, T2.nationality FROM constructorresults AS T1 INNER JOIN constructors AS T2 ON T1.constructorid = T2.constructorid INNER JOIN races AS T3 ON T1.raceid = T3.raceid WHERE T3.name = 'Monaco Grand Prix' AND T3.year BETWEEN 1980 AND 2010",0,0
What is full name of the racer who ranked 1st in the 3rd qualifying race held in the Marina Bay Street Circuit in 2008?,challenging,"SELECT T2.forename, T2.surname FROM qualifying AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId INNER JOIN races AS T3 ON T1.raceid = T3.raceid WHERE q3 IS NOT NULL AND T3.year = 2008 AND T3.circuitId IN ( SELECT circuitId FROM circuits WHERE name = 'Marina Bay Street Circuit' ) ORDER BY CAST(SUBSTR(q3, 1, INSTR(q3, ':') - 1) AS INTEGER) * 60 + CAST(SUBSTR(q3, INSTR(q3, ':') + 1, INSTR(q3, '.') - INSTR(q3, ':') - 1) AS REAL) + CAST(SUBSTR(q3, INSTR(q3, '.') + 1) AS REAL) / 1000 ASC LIMIT 1","SELECT forename, surname  FROM drivers  INNER JOIN qualifying ON drivers.driverid = qualifying.driverid  INNER JOIN circuits ON qualifying.raceid = circuits.circuitid  WHERE qualifying.q3 = (SELECT MIN(q3) FROM qualifying WHERE raceid IN (SELECT raceid FROM races WHERE year = 2008 AND circuitid IN (SELECT circuitid FROM circuits WHERE name = 'Marina Bay Street Circuit'))) LIMIT 1","SELECT T3.forename, T3.surname FROM qualifying AS T1 INNER JOIN races AS T2 ON T1.raceid = T2.raceid INNER JOIN drivers AS T3 ON T1.driverid = T3.driverid WHERE T2.year = 2008 AND T2.circuitid = (SELECT circuitid FROM circuits WHERE name = 'Marina Bay Street Circuit') AND T1.position = 1 AND T1.q3 = (SELECT MIN(q3) FROM qualifying WHERE raceid = (SELECT raceid FROM races WHERE year = 2008 AND circuitid = (SELECT circuitid FROM circuits WHERE name = 'Marina Bay Street Circuit')))",1,1
"Among all the lap records set on various circuits, what is the time for the fastest one?",challenging,"SELECT time FROM lapTimes ORDER BY (CASE WHEN INSTR(time, ':') <> INSTR(SUBSTR(time, INSTR(time, ':') + 1), ':') + INSTR(time, ':') THEN CAST(SUBSTR(time, 1, INSTR(time, ':') - 1) AS REAL) * 3600 ELSE 0 END) + (CAST(SUBSTR(time, INSTR(time, ':') - 2 * (INSTR(time, ':') = INSTR(SUBSTR(time, INSTR(time, ':') + 1), ':') + INSTR(time, ':')), INSTR(time, ':') - 1) AS REAL) * 60) + (CAST(SUBSTR(time, INSTR(time, ':') + 1, INSTR(time, '.') - INSTR(time, ':') - 1) AS REAL)) + (CAST(SUBSTR(time, INSTR(time, '.') + 1) AS REAL) / 1000) ASC LIMIT 1",SELECT MIN(time) as fastest_lap_time FROM laptimes,SELECT MIN(time) FROM laptimes,0,0
Which top 20 driver created the shortest lap time ever record in a Formula_1 race? Please give them full names.,challenging,"WITH lap_times_in_seconds AS (SELECT driverId, (CASE WHEN SUBSTR(time, 1, INSTR(time, ':') - 1) <> '' THEN CAST(SUBSTR(time, 1, INSTR(time, ':') - 1) AS REAL) * 60 ELSE 0 END + CASE WHEN SUBSTR(time, INSTR(time, ':') + 1, INSTR(time, '.') - INSTR(time, ':') - 1) <> '' THEN CAST(SUBSTR(time, INSTR(time, ':') + 1, INSTR(time, '.') - INSTR(time, ':') - 1) AS REAL) ELSE 0 END + CASE WHEN SUBSTR(time, INSTR(time, '.') + 1) <> '' THEN CAST(SUBSTR(time, INSTR(time, '.') + 1) AS REAL) / 1000 ELSE 0 END) AS time_in_seconds FROM lapTimes) SELECT T2.forename, T2.surname, T1.driverId FROM (SELECT driverId, MIN(time_in_seconds) AS min_time_in_seconds FROM lap_times_in_seconds GROUP BY driverId) AS T1 INNER JOIN drivers AS T2 ON T1.driverId = T2.driverId ORDER BY T1.min_time_in_seconds ASC LIMIT 20","SELECT    d.forename || ' ' || d.surname AS full_name,    MIN(l.time) AS shortest_lap_time FROM    laptimes AS l JOIN    drivers AS d ON l.driverid = d.driverid GROUP BY    d.driverid ORDER BY    shortest_lap_time ASC LIMIT 20","SELECT T2.forename, T2.surname FROM results AS T1 INNER JOIN drivers AS T2 ON T1.driverid = T2.driverid WHERE T1.fastestlap = 1 ORDER BY T1.fastestlaptime ASC LIMIT 20",0,0
