,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query
245,333,Show all template type codes with less than three templates.,cre_Doc_Template_Mgt,easy,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,7,"SELECT DISTINCT template_type_code FROM ref_template_types WHERE template_type_code NOT IN (     SELECT template_type_code     FROM templates     GROUP BY template_type_code     HAVING COUNT(*) >= 3 )
SELECT DISTINCT t.template_type_code FROM templates t WHERE t.template_type_code IN (     SELECT tt.template_type_code     FROM ref_template_types tt     WHERE tt.template_type_code = t.template_type_code     GROUP BY tt.template_type_code     HAVING COUNT(*) < 3 ) ORDER BY t.template_type_code
SELECT DISTINCT t.template_type_code FROM templates t WHERE t.template_type_code IN (     SELECT DISTINCT t.template_type_code     FROM templates t     WHERE t.template_type_code NOT IN (         SELECT DISTINCT t.template_type_code         FROM templates t         WHERE t.template_type_code IN (             SELECT DISTINCT t.template_type_code             FROM templates t             WHERE t.template_type_code IN (                 SELECT DISTINCT t.template_type_code                 FROM templates t                 WHERE t.template_type_code IN (                     SELECT DISTINCT t.template_type_code                     FROM templates t                     WHERE t.template_type_code IN (                         SELECT DISTINCT t.template_type_code                         FROM templates t                         WHERE t.template_type_code IN (                             SELECT DISTINCT t.template_type_code                             FROM templates t                             WHERE t.template_type_code IN (                                 SELECT DISTINCT t.template_type_code                                 FROM templates t                                 WHERE t.template_type_code IN (                                     SELECT DISTINCT t.template_type_code                                     FROM templates t                                     WHERE t.template_type_code IN (                                         SELECT DISTINCT t.template_type_code                                         FROM templates t 
SELECT DISTINCT template_type_code FROM templates WHERE template_type_code IN (     SELECT template_type_code     FROM templates     GROUP BY template_type_code     HAVING COUNT(*) < 3 ) AND template_type_code IN (     SELECT template_type_code     FROM templates     WHERE template_type_code IN (         SELECT template_type_code         FROM templates         GROUP BY template_type_code         HAVING COUNT(*) < 3     )     AND template_id IN (         SELECT template_id         FROM documents         WHERE document_id IN (             SELECT document_id             FROM paragraphs             WHERE paragraph_id IN (                 SELECT paragraph_id                 FROM paragraphs                 WHERE paragraph_id IN (                     SELECT paragraph_id                     FROM paragraphs                     WHERE paragraph_id IN (                         SELECT paragraph_id                         FROM paragraphs                         WHERE paragraph_id IN (                             SELECT paragraph_id                             FROM paragraphs                             WHERE paragraph_id IN (                                 SELECT paragraph_id                                 FROM paragraphs                                 WHERE paragraph_id IN (                                     SELECT paragraph_id                                     FROM paragraphs                                     WHERE paragraph_id IN (                                         SELECT paragraph_id                                         FROM paragraphs                                         WHERE paragraph_id IN (                                             SELECT paragraph_id 
SELECT DISTINCT t.template_type_code FROM templates t WHERE t.template_type_code IN (     SELECT tt.template_type_code     FROM ref_template_types tt     WHERE tt.template_type_code = t.template_type_code     GROUP BY tt.template_type_code     HAVING COUNT(*) < 3 ) ORDER BY t.template_type_code
SELECT DISTINCT t.template_type_code FROM templates t WHERE t.template_type_code IN (     SELECT DISTINCT t.template_type_code     FROM templates t     WHERE t.template_type_code NOT IN (         SELECT DISTINCT t.template_type_code         FROM templates t         WHERE t.template_type_code IN (             SELECT DISTINCT t.template_type_code             FROM templates t             WHERE t.template_type_code IN (                 SELECT DISTINCT t.template_type_code                 FROM templates t                 WHERE t.template_type_code IN (                     SELECT DISTINCT t.template_type_code                     FROM templates t                     WHERE t.template_type_code IN (                         SELECT DISTINCT t.template_type_code                         FROM templates t                         WHERE t.template_type_code IN (                             SELECT DISTINCT t.template_type_code                             FROM templates t                             WHERE t.template_type_code IN (                                 SELECT DISTINCT t.template_type_code                                 FROM templates t                                 WHERE t.template_type_code IN (                                     SELECT DISTINCT t.template_type_code                                     FROM templates t                                     WHERE t.template_type_code IN (                                         SELECT DISTINCT t.template_type_code                                         FROM templates t 
SELECT DISTINCT template_type_code FROM templates WHERE template_type_code IN (     SELECT template_type_code     FROM templates     GROUP BY template_type_code     HAVING COUNT(*) < 3 ) ORDER BY template_type_code",SELECT DISTINCT t.template_type_code FROM templates t WHERE t.template_type_code IN (     SELECT tt.template_type_code     FROM ref_template_types tt     WHERE tt.template_type_code = t.template_type_code     GROUP BY tt.template_type_code     HAVING COUNT(*) < 3 ) ORDER BY t.template_type_code
246,178,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,car_1,extra,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';",7,"SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country JOIN model_list ON car_makers.id = model_list.maker JOIN car_names ON model_list.modelid = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE countries.countryid IN (     SELECT country     FROM car_makers     GROUP BY country     HAVING COUNT(*) > 3 ) OR model_list.model = 'fiat' 
SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country JOIN model_list ON car_makers.id = model_list.maker JOIN car_names ON model_list.modelid = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE (SELECT COUNT(*) FROM car_makers WHERE car_makers.country = countries.countryid) > 3 OR model_list.model = 'fiat'
SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON car_makers.country = countries.countryid JOIN model_list ON model_list.maker = car_makers.id WHERE model_list.model = 'fiat' UNION SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON car_makers.country = countries.countryid GROUP BY countries.countryid HAVING COUNT(car_makers.id) > 3
SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country JOIN model_list ON car_makers.id = model_list.maker JOIN car_names ON model_list.modelid = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE countries.countryid IN (     SELECT countries.countryid     FROM countries     JOIN car_makers ON countries.countryid = car_makers.country     GROUP BY countries.countryid     HAVING COUNT(car_makers.id) > 3 ) OR (     SELECT COUNT(*)     FROM model_list     WHERE model_list.maker = car_makers.id     AND model_list.model = 'fiat' ) > 0
SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country JOIN model_list ON car_makers.id = model_list.maker JOIN car_names ON model_list.modelid = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE countries.countryid IN (     SELECT country     FROM car_makers     GROUP BY country     HAVING COUNT(*) > 3 ) OR model_list.model = 'fiat'
SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country JOIN model_list ON car_makers.id = model_list.maker JOIN car_names ON model_list.modelid = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE (SELECT COUNT(*) FROM car_makers WHERE car_makers.country = countries.countryid) > 3 OR (SELECT COUNT(*) FROM model_list WHERE model_list.maker = car_makers.id AND model_list.model = 'fiat') > 0
SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON car_makers.country = countries.countryid JOIN model_list ON model_list.maker = car_makers.id WHERE model_list.model = 'fiat' UNION SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON car_makers.country = countries.countryid GROUP BY countries.countryid HAVING COUNT(car_makers.id) > 3","SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON car_makers.country = countries.countryid JOIN model_list ON model_list.maker = car_makers.id WHERE model_list.model = 'fiat' UNION SELECT DISTINCT countries.countryid, countries.countryname FROM countries JOIN car_makers ON car_makers.country = countries.countryid GROUP BY countries.countryid HAVING COUNT(car_makers.id) > 3"
247,743,Which continent speaks the most languages?,world_1,extra,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1
SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1
SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1
SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1
SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1
SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1
SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1","SELECT country.continent, COUNT(countrylanguage.language) AS language_count FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode GROUP BY country.continent ORDER BY language_count DESC LIMIT 1"
248,541,"Which student has enrolled for the most times in any program? List the id, first name, middle name, last name, the number of enrollments and student id.",student_transcripts_tracking,extra,"SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1",7,"SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC
SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC
SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC
SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC
SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC
SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC
SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC","SELECT students.student_id, students.first_name, students.middle_name, students.last_name, COUNT(*) AS num_enrollments FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id GROUP BY students.student_id, students.first_name, students.middle_name, students.last_name ORDER BY num_enrollments DESC"
249,380,What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,cre_Doc_Template_Mgt,hard,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',7,"SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'",SELECT DISTINCT d.document_id FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' AND p.paragraph_text LIKE '%Ireland%'
250,853,What is the record company used by the greatest number of orchestras?,orchestra,hard,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT record_company, COUNT(*) AS count FROM orchestra GROUP BY record_company ORDER BY count DESC LIMIT 1
SELECT record_company, COUNT(*) AS num_orchestras FROM orchestra GROUP BY record_company ORDER BY num_orchestras DESC LIMIT 1
SELECT record_company, COUNT(*) as count FROM orchestra GROUP BY record_company ORDER BY count DESC LIMIT 1
SELECT record_company, COUNT(*) AS num_orchestras FROM orchestra GROUP BY record_company ORDER BY num_orchestras DESC LIMIT 1
SELECT record_company, COUNT(*) AS count FROM orchestra GROUP BY record_company ORDER BY count DESC LIMIT 1
SELECT record_company, COUNT(*) AS num_orchestras FROM orchestra GROUP BY record_company ORDER BY num_orchestras DESC LIMIT 1
SELECT record_company, COUNT(*) AS count FROM orchestra GROUP BY record_company ORDER BY count DESC LIMIT 1","SELECT record_company, COUNT(*) AS count FROM orchestra GROUP BY record_company ORDER BY count DESC LIMIT 1"
251,96,What is the model of the car with the smallest amount of horsepower?,car_1,hard,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,7,"SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1",SELECT model_list.model FROM model_list JOIN cars_data ON model_list.modelid = cars_data.id ORDER BY cars_data.horsepower ASC LIMIT 1
252,280,Which employee received the biggest bonus? Give me the employee name.,employee_hire_evaluation,hard,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,7,"SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)",SELECT employee.name FROM employee JOIN hiring ON employee.employee_id = hiring.employee_id JOIN evaluation ON employee.employee_id = evaluation.employee_id WHERE evaluation.bonus = (SELECT MAX(bonus) FROM evaluation)
253,1027,What is the sname of every sing that does not have any song?,singer,hard,SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song),7,"SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)
SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)
SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)
SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM singer)
SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)
SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)
SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)",SELECT sname FROM song WHERE song_id NOT IN (SELECT song_id FROM song_singer)
254,513,What is the zip code of the address in the city Port Chelsea?,student_transcripts_tracking,easy,SELECT zip_postcode FROM Addresses WHERE city  =  'Port Chelsea',7,"SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'",SELECT zip_postcode FROM addresses WHERE city = 'Port Chelsea'
255,171,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,car_1,extra,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,7,"SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE model_list.model NOT IN (     SELECT model_list.model     FROM model_list     JOIN car_makers ON model_list.maker = car_makers.id     WHERE car_makers.maker = 'Ford Motor Company' ) AND model_list.model IN (     SELECT model_list.model     FROM model_list     JOIN cars_data ON model_list.model = cars_data.model     WHERE cars_data.weight < 3500 )
SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id JOIN car_names ON model_list.model = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE cars_data.weight < 3500 AND car_makers.maker != 'Ford Motor Company'
SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id JOIN car_names ON model_list.model = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE cars_data.weight < 3500 AND car_makers.maker != 'Ford Motor Company'
SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker != 'Ford Motor Company' AND model_list.modelid IN (     SELECT id FROM cars_data     WHERE weight < 3500 )
SELECT model_list.model FROM model_list INNER JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker != 'Ford Motor Company' AND model_list.modelid IN ( SELECT id FROM cars_data WHERE weight < 3500 )
SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker != 'Ford Motor Company' AND model_list.modelid IN (     SELECT id FROM cars_data WHERE weight < 3500 )
SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE model_list.model NOT IN (     SELECT model_list.model     FROM model_list     JOIN car_makers ON model_list.maker = car_makers.id     WHERE car_makers.maker = 'Ford Motor Company' ) AND model_list.model IN (     SELECT model_list.model     FROM model_list     JOIN cars_data ON model_list.modelid = cars_data.id     WHERE cars_data.weight < 3500 )",SELECT model_list.model FROM model_list JOIN car_makers ON model_list.maker = car_makers.id JOIN car_names ON model_list.model = car_names.model JOIN cars_data ON car_names.makeid = cars_data.id WHERE cars_data.weight < 3500 AND car_makers.maker != 'Ford Motor Company'
256,194,Give the airline with abbreviation 'UAL'.,flight_2,easy,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",7,"SELECT * FROM airlines WHERE abbreviation = 'UAL'
SELECT * FROM airlines WHERE abbreviation = 'UAL'
SELECT * FROM airlines WHERE abbreviation = 'UAL'
SELECT * FROM airlines WHERE abbreviation = 'UAL'
SELECT * FROM airlines WHERE abbreviation = 'UAL'
SELECT * FROM airlines WHERE abbreviation = 'UAL'
SELECT * FROM airlines WHERE abbreviation = 'UAL'",SELECT * FROM airlines WHERE abbreviation = 'UAL'
257,142,What model has the most different versions?,car_1,hard,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;,7,"SELECT model, COUNT(DISTINCT model) AS num_versions FROM model_list GROUP BY model ORDER BY num_versions DESC LIMIT 1
SELECT model, COUNT(DISTINCT model) AS num_versions FROM model_list GROUP BY model ORDER BY num_versions DESC LIMIT 1
SELECT model, COUNT(DISTINCT model) AS num_versions FROM model_list GROUP BY model ORDER BY num_versions DESC LIMIT 1
SELECT model, COUNT(DISTINCT model) AS num_versions FROM model_list GROUP BY model ORDER BY num_versions DESC LIMIT 1
SELECT model, COUNT(DISTINCT version) AS num_versions FROM car_names GROUP BY model ORDER BY num_versions DESC LIMIT 1
SELECT model, COUNT(DISTINCT model) AS num_versions FROM model_list GROUP BY model ORDER BY num_versions DESC LIMIT 1
SELECT model, COUNT(DISTINCT version) AS num_versions FROM car_names GROUP BY model ORDER BY num_versions DESC LIMIT 1","SELECT model, COUNT(DISTINCT model) AS num_versions FROM model_list GROUP BY model ORDER BY num_versions DESC LIMIT 1"
258,516,What is the name and id of the department with the most number of degrees ?,student_transcripts_tracking,extra,"select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1",7,"SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )
SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )
SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )
SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )
SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )
SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )
SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )","SELECT department_name, department_id FROM departments WHERE department_id = (     SELECT department_id     FROM degree_programs     GROUP BY department_id     ORDER BY COUNT(*) DESC     LIMIT 1 )"
259,830,What is the average attendance of shows?,orchestra,easy,SELECT avg(Attendance) FROM SHOW,7,"SELECT AVG(attendance) FROM show
SELECT AVG(attendance) FROM show
SELECT AVG(attendance) FROM show
SELECT AVG(attendance) FROM show
SELECT AVG(attendance) FROM show
SELECT AVG(attendance) FROM show
SELECT AVG(attendance) FROM show",SELECT AVG(attendance) FROM show
260,1015,What is the most common singer citizenship ?,singer,hard,select citizenship from singer group by citizenship order by count(*) desc limit 1,7,"SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1","SELECT citizenship, COUNT(*) AS count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1"
261,780,What are the country codes of countries where people use languages other than English?,world_1,easy,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""",7,"SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'",SELECT countrycode FROM countrylanguage WHERE language != 'English'
262,828,What are the record companies of orchestras in descending order of years in which they were founded?,orchestra,easy,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,7,"SELECT record_company FROM orchestra ORDER BY year_of_founded DESC
SELECT record_company FROM orchestra ORDER BY year_of_founded DESC
SELECT record_company FROM orchestra ORDER BY year_of_founded DESC
SELECT record_company FROM orchestra ORDER BY year_of_founded DESC
SELECT DISTINCT orchestra.record_company FROM orchestra ORDER BY orchestra.year_of_founded DESC
SELECT record_company FROM orchestra ORDER BY year_of_founded DESC
SELECT record_company FROM orchestra ORDER BY year_of_founded DESC",SELECT record_company FROM orchestra ORDER BY year_of_founded DESC
