Unnamed: 0,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query,Exact Match,Execution Accuracy
288,76,What are the different first names and ages of the students who do have pets?,pets_1,medium,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",7,"SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid
SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid
SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid
SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid
SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid
SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid
SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid","SELECT DISTINCT fname, age FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid",0,0.0
289,393,Show different hometown of teachers and the number of teachers from each hometown.,course_teach,medium,"SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown",7,"SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC
SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC
SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC
SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC
SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC
SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC
SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC","SELECT hometown, COUNT(teacher_id) AS number_of_teachers FROM teacher GROUP BY hometown ORDER BY number_of_teachers DESC",0,1.0
290,39,what is the name and nation of the singer who have a song having 'Hey' in its name?,concert_singer,medium,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",7,"SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'
SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'
SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'
SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'
SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'
SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'
SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'","SELECT name, country FROM singer WHERE song_name LIKE '%Hey%'",True,1.0
291,25,What is the name and capacity of the stadium with the most concerts after 2013 ?,concert_singer,extra,"select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1",7,"SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1
SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1
SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1
SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1
SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1
SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1
SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1","SELECT s.name, s.capacity FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year > 2013 GROUP BY s.stadium_id ORDER BY COUNT(c.concert_id) DESC LIMIT 1",0,1.0
292,667,What is the money rank of the tallest poker player?,poker_player,hard,SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1,7,"SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)
SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)
SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)
SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)
SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)
SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)
SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people)",SELECT pp.money_rank FROM poker_player pp JOIN people p ON pp.people_id = p.people_id WHERE p.height = (SELECT MAX(height) FROM people),0,1.0
293,910,Show the names of students who have a grade higher than 5 and have at least 2 friends.,network_1,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,7,"SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5
SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5
SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5
SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5
SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5
SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5
SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5",SELECT DISTINCT hs1.name FROM highschooler hs1 JOIN friend ON hs1.id = friend.student_id JOIN highschooler hs2 ON friend.friend_id = hs2.id WHERE hs1.grade > 5 AND hs2.grade > 5,0,0.0
294,251,"What are flight numbers of flights departing from City ""Aberdeen ""?",flight_2,medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",7,"SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')
SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')
SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')
SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')
SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')
SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')
SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen')",SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen'),0,1.0
295,530,"For each semester, what is the name and id of the one with the most students registered?",student_transcripts_tracking,extra,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1",7,"SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1
SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1
SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1
SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1
SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1
SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1
SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1","SELECT s.semester_id, s.semester_name, COUNT(se.student_id) AS student_count FROM semesters s JOIN student_enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_id ORDER BY student_count DESC LIMIT 1",0,0.0
296,157,"For model volvo, how many cylinders does the car with the least accelerate have?",car_1,extra,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,7,"SELECT MIN(accelerate) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE model_list.model = 'volvo'
SELECT MIN(accelerate) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE model_list.model = 'volvo'
SELECT cylinders  FROM cars_data  WHERE model IN (     SELECT modelid      FROM model_list      WHERE maker = 'volvo' )  ORDER BY accelerate  LIMIT 1
SELECT MIN(accelerate) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE model_list.model = 'volvo'
SELECT MIN(accelerate) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE model_list.model = 'volvo'
SELECT MIN(accelerate) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE model_list.model = 'volvo'
SELECT cylinders FROM cars_data WHERE model IN (SELECT modelid FROM model_list WHERE maker = 'volvo') ORDER BY accelerate ASC LIMIT 1",SELECT MIN(accelerate) FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE model_list.model = 'volvo',0,0.0
297,1014,Please show the most common citizenship of singers.,singer,hard,SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1
SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1","SELECT citizenship, COUNT(*) as count FROM singer GROUP BY citizenship ORDER BY count DESC LIMIT 1",0,0.0
298,826,"What are the names of conductors whose nationalities are not ""USA""?",orchestra,easy,SELECT Name FROM conductor WHERE Nationality != 'USA',7,"SELECT name FROM conductor WHERE nationality != 'USA'
SELECT name FROM conductor WHERE nationality != 'USA'
SELECT name FROM conductor WHERE nationality != 'USA'
SELECT name FROM conductor WHERE nationality != 'USA'
SELECT name FROM conductor WHERE nationality != 'USA'
SELECT name FROM conductor WHERE nationality != 'USA'
SELECT name FROM conductor WHERE nationality != 'USA'",SELECT name FROM conductor WHERE nationality != 'USA',True,1.0
299,872,Show the ID of the high schooler named Kyle.,network_1,easy,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",7,"SELECT id FROM highschooler WHERE name = 'Kyle'
SELECT id FROM highschooler WHERE name = 'Kyle'
SELECT id FROM highschooler WHERE name = 'Kyle'
SELECT id FROM highschooler WHERE name = 'Kyle'
SELECT id FROM highschooler WHERE name = 'Kyle'
SELECT id FROM highschooler WHERE name = 'Kyle'
SELECT id FROM highschooler WHERE name = 'Kyle'",SELECT id FROM highschooler WHERE name = 'Kyle',True,1.0
300,210,Return the number of flights arriving in Aberdeen.,flight_2,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",7,"SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'
SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'
SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'
SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'
SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'
SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'
SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ'",SELECT COUNT(*) FROM flights WHERE destairport = 'ABZ',0,1.0
301,42,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,concert_singer,extra,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",7,"SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2
SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2
SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2
SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2
SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2
SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2
SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2","SELECT s.name, s.location  FROM stadium s  JOIN concert c ON s.stadium_id = c.stadium_id  WHERE c.year IN (2014, 2015)  GROUP BY s.stadium_id  HAVING COUNT(DISTINCT c.year) = 2",0,1.0
302,82,What is the first name and gender of the all the students who have more than one pet?,pets_1,medium,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",7,"SELECT s.fname, s.sex FROM students s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog' GROUP BY s.stuid HAVING COUNT(DISTINCT hp.petid) > 1
SELECT s.fname, s.sex FROM students s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog' GROUP BY s.stuid HAVING COUNT(DISTINCT hp.petid) > 1
SELECT fname, sex FROM students WHERE stuid IN (SELECT stuid FROM has_pet GROUP BY stuid HAVING COUNT(petid) > 1)
SELECT s.fname, s.sex FROM students s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog' GROUP BY s.stuid HAVING COUNT(DISTINCT hp.petid) > 1
SELECT s.fname, s.sex FROM students s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog' GROUP BY s.stuid HAVING COUNT(DISTINCT hp.petid) > 1
SELECT fname, sex FROM students WHERE stuid IN (SELECT stuid FROM has_pet GROUP BY stuid HAVING COUNT(petid) > 1)
SELECT fname, sex FROM students WHERE stuid IN (SELECT stuid FROM has_pet GROUP BY stuid HAVING COUNT(petid) > 1)","SELECT s.fname, s.sex FROM students s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog' GROUP BY s.stuid HAVING COUNT(DISTINCT hp.petid) > 1",0,0.0
303,130,What are the names of all European countries with at least 3 manufacturers?,car_1,extra,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,7,"SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3
SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3
SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3
SELECT DISTINCT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' AND cm.country IS NOT NULL AND cm.country != '' AND cm.country != '0' AND cm.country != 'unknown' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3
SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3
SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3
SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3",SELECT c.countryname FROM countries c JOIN car_makers cm ON c.countryid = cm.country WHERE c.continent = 'Europe' GROUP BY c.countryname HAVING COUNT(cm.id) >= 3,0,0.0
304,935,Which breed do the most dogs have? Give me the breed name.,dog_kennels,extra,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,7,"SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1
SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1
SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1
SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1
SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1
SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1
SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1",SELECT breed_name FROM dogs JOIN breeds ON dogs.breed_code = breeds.breed_code GROUP BY breed_name ORDER BY COUNT(dog_id) DESC LIMIT 1,0,1.0
305,590,What is the number of cartoones written by Joseph Kuhr?,tvshow,easy,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",7,"SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'
SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'
SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'
SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'
SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'
SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'
SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr'",SELECT COUNT(*) FROM cartoon WHERE written_by = 'Joseph Kuhr',True,1.0
306,874,How many high schoolers are there in grade 9 or 10?,network_1,medium,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,7,"SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)","SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)",0,1.0
307,163,How many cars has over 6 cylinders?,car_1,easy,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,7,"SELECT COUNT(*) FROM cars_data WHERE cylinders > 6
SELECT COUNT(*) FROM cars_data WHERE cylinders > 6
SELECT COUNT(*) FROM cars_data WHERE cylinders > 6
SELECT COUNT(*) FROM cars_data WHERE cylinders > 6
SELECT COUNT(*) FROM cars_data WHERE cylinders > 6
SELECT COUNT(*) FROM cars_data WHERE cylinders > 6
SELECT COUNT(*) FROM cars_data WHERE cylinders > 6",SELECT COUNT(*) FROM cars_data WHERE cylinders > 6,True,1.0
308,721,Give the name of the country in Asia with the lowest life expectancy.,world_1,hard,"SELECT Name FROM country WHERE Continent  =  ""Asia"" ORDER BY LifeExpectancy LIMIT 1",7,"SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1
SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1
SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1
SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1
SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1
SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1
SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1",SELECT name FROM country WHERE continent = 'Asia' ORDER BY lifeexpectancy ASC LIMIT 1,True,1.0
309,992,How much does the most expensive charge type costs?,dog_kennels,easy,SELECT max(charge_amount) FROM Charges,7,"SELECT MAX(charge_amount) FROM charges
SELECT MAX(charge_amount) FROM charges
SELECT MAX(charge_amount) FROM charges
SELECT MAX(charge_amount) FROM charges
SELECT MAX(charge_amount) FROM charges
SELECT MAX(charge_amount) FROM charges
SELECT MAX(charge_amount) FROM charges",SELECT MAX(charge_amount) FROM charges,True,1.0
310,170,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,car_1,medium,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,7,"SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980
SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980
SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980
SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980
SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980
SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980
SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980",SELECT MAX(mpg) FROM cars_data WHERE cylinders = 8 OR year < 1980,True,1.0
311,395,List the most common hometown of teachers.,course_teach,hard,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT hometown FROM teacher ORDER BY COUNT(hometown) DESC LIMIT 1
SELECT hometown FROM teacher GROUP BY hometown ORDER BY COUNT(*) DESC LIMIT 1
SELECT hometown FROM teacher GROUP BY hometown ORDER BY COUNT(*) DESC LIMIT 1
SELECT hometown FROM teacher ORDER BY COUNT(hometown) DESC LIMIT 1
SELECT hometown FROM teacher ORDER BY COUNT(hometown) DESC LIMIT 1
SELECT hometown FROM teacher ORDER BY COUNT(hometown) DESC LIMIT 1
SELECT hometown FROM teacher ORDER BY COUNT(hometown) DESC LIMIT 1",SELECT hometown FROM teacher ORDER BY COUNT(hometown) DESC LIMIT 1,0,0.0
